,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
221,Streak,financial services,seed,328893.0,bengaluru,Algorithmic trading platform.,2018,,,
222,Kuants,financial services,seed,73087.0,gurgaon,Algorithmic trading platform.,2018,,,
223,NiYO Solutions,finance,series a,13200000.0,bengaluru,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2018,,,
224,Hippo Video,customer service,seed,948512359.4238179,chennai,A video recording and sharing software.,2018,,,
225,Satvacart,e-commerce,seed,948512359.4238179,gurgaon,Satvacart is a Gurgaon’s largest online supermarket,2018,,,
226,Daaki,healthcare,angel,948512359.4238179,bengaluru,Sports Nutrition startup,2018,,,
227,Simulanis,training,seed,500000.0,new delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,2018,,,
228,MY CHIRAAG CAB,travel,seed,1000000.0,jaipur,MY CHIRAAG CAB SERVICES PVT LTD,2018,,,
229,WOTU,food & beverages,seed,948512359.4238179,bengaluru,It operates a business-to-business e-commerce portal for food and beverages.,2018,,,
230,Flathalt,fintech,angel,50000.0,gurgaon,FInd your Customized Home here.,2018,,,
231,True Elements,dietary supplements,seed,730873.0,pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018,,,
232,Trendlyne Technologies,financial services,seed,200000.0,bengaluru,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018,,,
233,Planys Technologies,manufacturing,series a,2049369.0,chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018,,,
234,HealthPlix,healthcare,series a,3000000.0,bengaluru,HealthPlix is a healthtech startup,2018,,,
235,dishq,fintech,seed,400000.0,bengaluru,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018,,,
236,Entropik Technology,ai,seed,1100000.0,bengaluru,The boundaries between Human and Machines are shrinking fast.,2018,,,
237,myHQ,collaboration,series a,500000.0,delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018,,,
238,Trell,fintech,seed,1250000.0,bengaluru,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018,,,
239,Kidovators (by GyanLab),information technology,seed,180000.0,bengaluru,Building future human capital through 21st Century Skills programs for K-12,2018,,,
240,Log 9 Materials,nanotechnology,seed,438524.0,uttar pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018,,,
241,VTION,analytics,seed,280655.0,gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018,,,
242,HousingMan.com,fintech,seed,1505599.0,bengaluru,"New Apartments, Flats for Sale in Bangalore",2018,,,
243,Steradian Semiconductors,fintech,seed,948512359.4238179,bengaluru,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018,,,
244,RupeeCircle,financial services,seed,584699.0,mumbai,RupeeCircle is a new age finance company.,2018,,,
245,Wooden Street,e-commerce,series a,1000000.0,jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018,,,
246,The Ken,digital media,series a,1500000.0,bengaluru,The Ken is India’s first subscriptions-only business news site,2018,,,
247,SaffronStays,fintech,seed,2000000.0,mumbai,SaffronStays connects travellers to India's Incredible hosts.,2018,,,
248,Vebbler,file sharing,seed,948512359.4238179,bengaluru,A personal network for close people,2018,,,
249,Foyr,home decor,series a,4200000.0,pune,"Foyr.com is India's first online, automated interior designer",2018,,,
250,MEngage,healthcare,seed,175000.0,jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018,,,
251,Inner Being Wellness,fintech,angel,511611.0,hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018,,,
252,Kobster,e-commerce,seed,948512359.4238179,chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018,,,
253,Wishberry,crowdfunding,series a,1461747.0,mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018,,,
254,McXtra,finance,seed,1300000.0,andheri,McXtra is a digital insurance broking startup.,2018,,,
255,Magic Crate,children,seed,948512359.4238179,bengaluru,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018,,,
256,SmartVizX,computer software,seed,1450000.0,noida,It is a Virtual Reality Solutions StartUp,2018,,,
257,MySEODoc,fintech,seed,948512359.4238179,delhi,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018,,,
258,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,fintech,seed,2923.0,pune,Digital Marketing Agency,2018,,,
259,Scale Labs,fintech,seed,1000000.0,delhi,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018,,,
260,HungerBox,b2b,series a,4500000.0,bengaluru,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018,,,
261,Biryani By Kilo,catering,seed,1000000.0,noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018,,,
262,Wholesome Habits (EAT Anytime),food & beverages,seed,500000.0,mumbai,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018,,,
263,GoBumpr,automotive,seed,600000.0,mylapore,Car Service and Bike Service Mobile App,2018,,,
264,Fixpocket,computer software,seed,250000.0,ahmedabad,Fixpocket is a internet-based startup.,2018,,,
265,edureka!,android,series a,2000000.0,bengaluru,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018,,,
266,Hashtag Loyalty Private Limited,analytics,seed,948512359.4238179,mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,2018,,,
267,Wow Express,delivery,series a,4500000.0,mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018,,,
268,ZunRoof,environmental consulting,angel,242650.0,gurgaon,ZunRoof is a rooftop focused solar startup.,2018,,,
269,Eggoz,food & beverages,angel,175410.0,indore,Eggoz is a full-stack layer poultry business operator & service provider .,2018,,,
270,Sqrrl Fintech,information technology,seed,1000000.0,gurgaon,Personal Finance,2018,,,
271,GalaxyCard,finance,seed,948512359.4238179,noida,GalaxyCard is a mobile based Instant credit card.,2018,,,
272,IndiQube,commercial real estate,series a,15000000.0,bengaluru,IndiQube is a provider of co-working spaces based in Bengaluru.,2018,,,
273,EGK Foods,food & beverages,seed,292349.0,mumbai,A food processing enterprise registered with StartUp India .,2018,,,
274,NirogStreet,tech,seed,300000.0,gurgaon,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2018,,,
275,Pixr8,digital media,seed,50000.0,ghaziabad,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,2018,,,
276,Nivesh.com,finance,seed,438524.0,noida,Nivesh.com is a mass market mutual funds investment platform.,2018,,,
277,Theranosis Life Sciences,biotech,seed,948512359.4238179,hyderabad,A fully functioning cell culture facility and molecular biology setup.,2018,,,
278,Poshmiles Online Solutions Private Limited,travel,seed,948512359.4238179,bengaluru,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,2018,,,
279,Reculta,education,seed,948512359.4238179,noida,A campus recruitment solution provider.,2018,,,
280,Orbo.ai,information technology,seed,948512359.4238179,mumbai,Orbo is a computer vision and deep facial technology company.,2018,,,
281,Inntot Technologies,consumer electronics,seed,948512359.4238179,kochi,"Inntot Technologies, is a technology driven company.",2018,,,
282,Zoctr Health,tech,seed,948512359.4238179,powai,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,2018,,,
283,Hey Deedee,delivery,seed,482376.0,mumbai,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,2018,,,
284,DigiConnectt Technologys,tech,seed,125000.0,bengaluru,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,2018,,,
285,Locus.sh,information technology,series a,4000000.0,bengaluru,Locus is an intelligent logistics automation platform.,2018,,,
286,Sports Flashes Pvt. Ltd,basketball,seed,1000000.0,new delhi,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",2018,,,
287,Inc42,media and entertainment,seed,948512359.4238179,new delhi,Inc42 is one of the leading tech media publications of India.,2018,,,
288,Picxy,information technology,seed,130000.0,guntur,"A stock photo startup based in Amravati, Andhra Pradesh.",2018,,,
289,Huddle,consulting,seed,300000.0,haryana,A coworking incubator Company.,2018,,,
290,Benepik,human resources,seed,948512359.4238179,gurgaon,HR Technology start-up.,2018,,,
291,Cash Suvidha,finance,seed,1000000.0,new delhi,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,2018,,,
292,Smartcoin,information technology,seed,2000000.0,bengaluru,Providing financial access to the millions of mobile users in India using alternative credit assessment,2018,,,
293,Carmel Organics,agriculture,series a,948512359.4238179,indore,"Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",2018,,,
294,Roadcast,fintech,angel,250000.0,new delhi,Transforming the way businesses deliver. Work-force & fleet mobility tools.,2018,,,
295,Printline Media(ThePrint),digital media,seed,510150.0,new delhi,A digital news platform.,2018,,,
296,Creditas Solutions,financial services,seed,948512359.4238179,gurgaon,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,2018,,,
297,UrbanPiper,computer software,seed,948512359.4238179,bengaluru,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,2018,,,
298,Doxper,healthcare,seed,1052458.0,mumbai,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,2018,,,
299,i2ifunding,crowdfunding,angel,730873.0,noida,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,2018,,,
300,ShakeDeal,b2b,seed,948512359.4238179,bengaluru,Home of B2B Commerce,2018,,,
301,HelloVerify,fraud detection,seed,948512359.4238179,noida,HelloVerify is an online background check platform.,2018,,,
302,Fasal,agriculture,seed,120000.0,bengaluru,Climate Smart Precision Agriculture Platform,2018,,,
303,CoinGeto,crypto,seed,1754096.0,delhi,CoinGeto is one of India’s most advanced digital assets exchange.,2018,,,
304,Avail Finance,finance,series a,17200000.0,bengaluru,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2018,,,
305,Tripeur,information technology,seed,600000.0,bengaluru,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,2018,,,
306,Wedeterna,wedding,angel,948512359.4238179,bengaluru,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",2018,,,
307,Stumagz,digital media,seed,948512359.4238179,hyderabad,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,2018,,,
308,Doubtnut,e-learning,seed,511611.0,gurgaon,Gurgaon based E-learning platform.,2018,,,
309,MCaffeine,consumer goods,seed,467759.0,mumbai,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,2018,,,
310,TrustCheckr,information technology,angel,100000.0,bengaluru,A Bengaluru-based fraud analytics solution provider .,2018,,,
